,_id,similarity_scores
625,625,"[(625, 1.0), (653, 0.7495732), (529, 0.7180115), (725, 0.71053255), (128, 0.7065937), (22, 0.7034301), (201, 0.70060474), (307, 0.69919896), (959, 0.69904834), (382, 0.6943768)]"
626,626,"[(626, 1.0000002), (912, 0.70479375), (170, 0.68538916), (881, 0.6819689), (640, 0.6790386), (316, 0.6786784), (862, 0.6677505), (598, 0.66323984), (528, 0.66247284), (741, 0.66045916)]"
627,627,"[(627, 0.99999994), (802, 0.7701112), (162, 0.749267), (849, 0.73970664), (814, 0.7396327), (901, 0.7371274), (375, 0.7351174), (283, 0.73359597), (666, 0.7303456), (67, 0.7171399)]"
628,628,"[(628, 0.9999999), (495, 0.69559187), (71, 0.6616899), (554, 0.6607568), (377, 0.6504222), (76, 0.6486119), (907, 0.64680207), (580, 0.645958), (172, 0.641091), (661, 0.64072126)]"
629,629,"[(629, 1.0), (383, 0.71979916), (975, 0.6142138), (905, 0.6031096), (397, 0.5768979), (706, 0.57331973), (95, 0.5665519), (631, 0.5592479), (734, 0.5518109), (736, 0.55056214)]"
630,630,"[(630, 1.0), (833, 0.72917044), (554, 0.71750796), (227, 0.7138084), (811, 0.7067487), (726, 0.7040142), (572, 0.70197344), (661, 0.69848186), (208, 0.6966515), (558, 0.6938609)]"
631,631,"[(631, 1.0000001), (637, 0.8664952), (490, 0.85192657), (736, 0.79727197), (240, 0.77339053), (533, 0.76039284), (312, 0.75836945), (870, 0.7576127), (754, 0.7557368), (487, 0.7544118)]"
632,632,"[(632, 0.9999998), (739, 0.7290751), (47, 0.70497286), (231, 0.6896246), (650, 0.68129665), (324, 0.67963177), (373, 0.6620526), (692, 0.66174906), (156, 0.6565341), (340, 0.6564902)]"
633,633,"[(633, 0.9999999), (171, 0.77341276), (973, 0.7690046), (829, 0.7651129), (349, 0.764077), (598, 0.75628483), (787, 0.7513791), (395, 0.74070364), (220, 0.73455095), (297, 0.71938074)]"
634,634,"[(634, 1.0), (582, 0.7818519), (109, 0.77242994), (29, 0.7683927), (746, 0.75205857), (16, 0.74493766), (405, 0.7441349), (339, 0.7405355), (839, 0.74045414), (75, 0.7399695)]"
635,635,"[(635, 1.0000001), (779, 0.7977218), (996, 0.66331255), (11, 0.6498382), (61, 0.6434283), (532, 0.6187849), (709, 0.61627054), (970, 0.6028963), (691, 0.5984268), (673, 0.595174)]"
636,636,"[(636, 1.0000004), (197, 0.8270308), (960, 0.82254016), (913, 0.8200845), (65, 0.8117043), (141, 0.7854561), (53, 0.7531836), (909, 0.7510233), (958, 0.747401), (616, 0.7373385)]"
637,637,"[(637, 1.0), (631, 0.8664952), (490, 0.85247135), (754, 0.8198173), (52, 0.77826595), (533, 0.7725462), (736, 0.7672142), (487, 0.7599815), (885, 0.75281405), (240, 0.75136423)]"
638,638,"[(638, 1.0000004), (632, 0.6562761), (122, 0.62738156), (851, 0.59885406), (946, 0.5845531), (596, 0.5610919), (621, 0.5607338), (35, 0.56067455), (635, 0.55136955), (61, 0.5463658)]"
639,639,"[(639, 1.0000002), (704, 0.7590085), (576, 0.74105656), (240, 0.7225336), (135, 0.7209028), (881, 0.71688986), (741, 0.7095332), (981, 0.7054098), (472, 0.7037451), (528, 0.6953695)]"
640,640,"[(640, 0.9999999), (567, 0.7884995), (711, 0.7741697), (615, 0.76954114), (504, 0.7681888), (712, 0.7674849), (923, 0.7673122), (939, 0.7673075), (759, 0.76400745), (967, 0.7635139)]"
641,641,"[(641, 0.99999994), (723, 0.7471502), (977, 0.74645317), (177, 0.73243886), (445, 0.72993445), (926, 0.7212807), (856, 0.7211495), (278, 0.71757805), (663, 0.71713704), (129, 0.7159628)]"
642,642,"[(642, 0.9999999), (843, 0.8471966), (687, 0.8212267), (96, 0.81470025), (906, 0.8081951), (348, 0.8041289), (674, 0.796809), (55, 0.78810495), (718, 0.7862992), (294, 0.7848544)]"
643,643,"[(643, 1.0), (174, 0.64531934), (495, 0.6027868), (942, 0.6016545), (117, 0.5734498), (654, 0.57032716), (134, 0.5687103), (406, 0.5652499), (988, 0.563007), (669, 0.5611811)]"
644,644,"[(644, 1.0), (673, 0.7026399), (333, 0.6793872), (347, 0.6784326), (683, 0.654276), (501, 0.65055096), (735, 0.65046203), (34, 0.63354135), (264, 0.6281924), (724, 0.62551844)]"
645,645,"[(645, 0.9999999), (522, 0.7777195), (776, 0.754429), (230, 0.7499814), (294, 0.7442486), (194, 0.74410594), (850, 0.7419995), (843, 0.74030435), (177, 0.7383368), (424, 0.73728347)]"
646,646,"[(646, 0.99999976), (90, 0.722599), (761, 0.6854675), (347, 0.67884463), (455, 0.6701932), (563, 0.66748035), (388, 0.6605911), (143, 0.65957713), (759, 0.65937984), (620, 0.6564376)]"
647,647,"[(647, 1.0), (390, 0.75262153), (938, 0.7444465), (208, 0.7211778), (656, 0.71916384), (684, 0.7083976), (866, 0.7046194), (964, 0.7031307), (513, 0.6895892), (770, 0.6891303)]"
648,648,"[(648, 0.9999999), (983, 0.79928637), (718, 0.7903155), (320, 0.78151244), (96, 0.7803652), (181, 0.77838606), (308, 0.77610445), (37, 0.7745497), (348, 0.7744578), (762, 0.77438986)]"
649,649,"[(649, 1.0000001), (877, 0.8196379), (818, 0.7668507), (307, 0.76489127), (494, 0.7514707), (800, 0.7454884), (280, 0.7409508), (600, 0.7401711), (782, 0.73936296), (953, 0.7388361)]"
650,650,"[(650, 0.99999994), (493, 0.7919917), (47, 0.7833967), (168, 0.76601595), (417, 0.7653639), (739, 0.7454971), (919, 0.74399), (531, 0.74354756), (225, 0.7394265), (389, 0.73880553)]"
651,651,"[(651, 0.99999994), (10, 0.7855249), (618, 0.7836657), (516, 0.7835195), (70, 0.7821419), (401, 0.7757522), (330, 0.76227474), (840, 0.7556494), (376, 0.7539982), (599, 0.7480831)]"
652,652,"[(652, 1.0000001), (871, 0.7282529), (281, 0.7269392), (533, 0.7097703), (284, 0.70632875), (406, 0.7016612), (229, 0.69978535), (98, 0.6911262), (422, 0.687909), (589, 0.68739855)]"
653,653,"[(653, 0.9999999), (184, 0.7840377), (968, 0.78212136), (841, 0.7730411), (880, 0.76555526), (448, 0.75966895), (959, 0.7537782), (625, 0.7495732), (19, 0.7492655), (519, 0.7403219)]"
654,654,"[(654, 0.9999999), (329, 0.83054197), (66, 0.8070084), (623, 0.79819226), (21, 0.7663003), (29, 0.75472915), (686, 0.75191617), (493, 0.7500223), (207, 0.74753785), (745, 0.7468058)]"
655,655,"[(655, 1.0000001), (953, 0.80263937), (354, 0.776189), (600, 0.75855875), (560, 0.75793284), (160, 0.73379385), (420, 0.7324536), (448, 0.7307055), (159, 0.7283237), (921, 0.7280848)]"
656,656,"[(656, 1.0000002), (859, 0.84147024), (759, 0.8314273), (98, 0.82556), (210, 0.8187697), (504, 0.8171971), (689, 0.816557), (866, 0.81278974), (526, 0.8056755), (455, 0.80368626)]"
657,657,"[(657, 1.0000001), (88, 0.73113054), (377, 0.69521844), (279, 0.6914881), (789, 0.69027805), (136, 0.6842563), (887, 0.67978406), (448, 0.67870945), (868, 0.6771368), (614, 0.66421694)]"
658,658,"[(658, 1.0), (721, 0.7773855), (439, 0.7753782), (912, 0.75605875), (978, 0.7502879), (937, 0.7470016), (50, 0.73839897), (557, 0.7290149), (225, 0.72732145), (406, 0.7237021)]"
659,659,"[(659, 1.0000002), (543, 0.8216891), (436, 0.8105391), (177, 0.80478436), (926, 0.8015306), (964, 0.7874971), (527, 0.78294504), (896, 0.7794806), (774, 0.7771593), (348, 0.7728621)]"
660,660,"[(660, 1.0), (881, 0.6820486), (910, 0.67095566), (146, 0.64299786), (735, 0.6412674), (242, 0.6281347), (886, 0.6279757), (257, 0.6278686), (598, 0.6189743), (249, 0.6163188)]"
661,661,"[(661, 1.0), (172, 0.7583935), (726, 0.7506387), (784, 0.7455623), (674, 0.7439011), (377, 0.7437203), (7, 0.7379185), (88, 0.73784053), (997, 0.73580754), (50, 0.73321736)]"
662,662,"[(662, 0.9999998), (33, 0.79625416), (111, 0.78260356), (968, 0.77842134), (307, 0.7424835), (255, 0.7326734), (818, 0.72866935), (718, 0.72848403), (379, 0.7271631), (183, 0.7246771)]"
663,663,"[(663, 1.0000002), (177, 0.8747395), (602, 0.8619814), (856, 0.8570782), (362, 0.8559879), (768, 0.8530617), (853, 0.84164655), (904, 0.8413995), (791, 0.8393948), (811, 0.83534336)]"
664,664,"[(664, 1.0000002), (3, 0.77557766), (669, 0.76789486), (354, 0.7547451), (710, 0.7525879), (71, 0.751088), (1, 0.74983096), (926, 0.74866116), (141, 0.7431345), (868, 0.73945355)]"
665,665,"[(665, 0.99999976), (853, 0.87019086), (666, 0.8450711), (283, 0.8434718), (602, 0.8433094), (622, 0.84274113), (768, 0.8389297), (809, 0.83735335), (177, 0.8279859), (362, 0.8260062)]"
666,666,"[(666, 1.0000001), (853, 0.861704), (337, 0.85224193), (177, 0.84598434), (665, 0.8450711), (55, 0.84132385), (979, 0.8369483), (602, 0.8356519), (768, 0.8352734), (849, 0.83291316)]"
667,667,"[(667, 1.0), (589, 0.6575437), (743, 0.61102736), (41, 0.59954846), (111, 0.5900886), (261, 0.58831775), (205, 0.57598436), (515, 0.5708762), (807, 0.57052207), (259, 0.5666856)]"
668,668,"[(668, 1.0), (374, 0.66840845), (706, 0.6537316), (190, 0.6485968), (240, 0.64606005), (923, 0.64426875), (780, 0.643312), (806, 0.6431216), (447, 0.64311635), (95, 0.6430959)]"
669,669,"[(669, 1.0), (334, 0.76982486), (664, 0.76789486), (606, 0.70074415), (909, 0.7001883), (3, 0.6986766), (418, 0.6902425), (354, 0.6865518), (622, 0.6846735), (616, 0.67853093)]"
670,670,"[(670, 0.99999976), (989, 0.83595127), (143, 0.82721025), (448, 0.7840562), (455, 0.7828253), (391, 0.7728227), (726, 0.7689926), (98, 0.7652241), (497, 0.76452816), (732, 0.7629812)]"
671,671,"[(671, 1.0), (732, 0.7143005), (752, 0.7139542), (97, 0.69104207), (942, 0.68968135), (143, 0.6863457), (670, 0.6833527), (365, 0.6828178), (786, 0.68088806), (656, 0.68088585)]"
672,672,"[(672, 0.99999994), (741, 0.7721273), (897, 0.76469105), (761, 0.7465384), (265, 0.744304), (620, 0.7418115), (51, 0.7416979), (158, 0.73516715), (857, 0.73460555), (213, 0.7317784)]"
673,673,"[(673, 1.0), (747, 0.72994196), (644, 0.7026399), (180, 0.6831979), (347, 0.67178386), (820, 0.6698199), (268, 0.6609775), (84, 0.65566623), (691, 0.65439594), (102, 0.65108204)]"
674,674,"[(674, 1.0), (348, 0.81555057), (906, 0.80823904), (642, 0.796809), (412, 0.7868855), (423, 0.78326356), (210, 0.77943593), (166, 0.7748262), (961, 0.77108556), (440, 0.7677059)]"
675,675,"[(675, 0.99999994), (974, 0.6434201), (151, 0.64206904), (891, 0.61658466), (68, 0.61124706), (417, 0.6086973), (356, 0.6030262), (532, 0.60106826), (61, 0.5965669), (47, 0.589645)]"
676,676,"[(676, 1.0), (691, 0.7500912), (546, 0.74900544), (180, 0.7473804), (970, 0.74689674), (445, 0.7267178), (145, 0.7123679), (25, 0.7104724), (834, 0.7074593), (62, 0.70319694)]"
677,677,"[(677, 0.99999994), (271, 0.8188756), (746, 0.74671614), (502, 0.74137735), (488, 0.73501027), (389, 0.71165615), (275, 0.69171154), (840, 0.6907549), (28, 0.68511957), (16, 0.68181944)]"
678,678,"[(678, 1.0000001), (544, 0.8497473), (932, 0.7850497), (535, 0.7572059), (584, 0.74761295), (746, 0.7267385), (17, 0.71841115), (81, 0.7176597), (900, 0.7070036), (958, 0.705683)]"
679,679,"[(679, 1.0000002), (65, 0.7210772), (88, 0.716738), (913, 0.71256316), (742, 0.70664227), (408, 0.70202124), (224, 0.7013987), (128, 0.6952967), (495, 0.6928854), (636, 0.6773007)]"
680,680,"[(680, 1.0), (863, 0.850204), (308, 0.8086143), (900, 0.8068585), (960, 0.8066863), (177, 0.80612916), (666, 0.8036603), (418, 0.7996686), (436, 0.79887915), (791, 0.7982886)]"
681,681,"[(681, 0.9999997), (843, 0.8005837), (920, 0.7661791), (409, 0.7656151), (516, 0.746146), (797, 0.7357768), (991, 0.7339682), (12, 0.73279333), (642, 0.73213214), (618, 0.731085)]"
682,682,"[(682, 1.0000005), (788, 0.7314998), (521, 0.72876036), (785, 0.7242414), (897, 0.7200697), (561, 0.71783626), (689, 0.7070111), (447, 0.70602167), (759, 0.70336866), (347, 0.70335263)]"
683,683,"[(683, 0.9999998), (333, 0.7456851), (969, 0.74076676), (408, 0.69151646), (732, 0.68544066), (574, 0.68429935), (724, 0.67870045), (65, 0.6785034), (506, 0.6600847), (836, 0.65989995)]"
684,684,"[(684, 0.99999994), (782, 0.77760214), (762, 0.7762196), (49, 0.77028346), (39, 0.7611153), (241, 0.76021314), (74, 0.75734437), (92, 0.75000155), (856, 0.7467004), (449, 0.7444402)]"
685,685,"[(685, 0.99999976), (417, 0.7186295), (227, 0.7135213), (989, 0.70551807), (506, 0.69153345), (732, 0.6903649), (752, 0.689389), (143, 0.6799497), (340, 0.6726312), (899, 0.668543)]"
686,686,"[(686, 1.0), (654, 0.75191617), (114, 0.7443888), (66, 0.74199533), (329, 0.7372019), (426, 0.7207966), (745, 0.7030934), (21, 0.6941357), (623, 0.6922076), (486, 0.69001675)]"
687,687,"[(687, 1.0000001), (642, 0.8212267), (33, 0.81302696), (718, 0.8001468), (401, 0.79589397), (740, 0.7907337), (906, 0.782086), (36, 0.7752506), (348, 0.77320886), (307, 0.7677772)]"
688,688,"[(688, 1.0), (207, 0.7891123), (623, 0.77533996), (477, 0.7578459), (106, 0.7546478), (329, 0.75341773), (389, 0.7516143), (75, 0.7513092), (29, 0.7505505), (654, 0.74572396)]"
689,689,"[(689, 0.99999994), (880, 0.86185706), (788, 0.8285664), (841, 0.81760716), (656, 0.816557), (812, 0.8135476), (588, 0.8092421), (883, 0.8091471), (439, 0.80779094), (98, 0.80344677)]"
690,690,"[(690, 1.0), (567, 0.79376084), (442, 0.76508945), (576, 0.76117516), (281, 0.76068294), (631, 0.7538116), (967, 0.7495874), (712, 0.7362032), (721, 0.73469925), (32, 0.7338143)]"
691,691,"[(691, 1.0000001), (424, 0.8431174), (865, 0.82582766), (840, 0.797238), (62, 0.7919879), (970, 0.78843814), (177, 0.786963), (709, 0.7810029), (896, 0.77943444), (990, 0.77669007)]"
692,692,"[(692, 1.0000001), (102, 0.6831473), (212, 0.68124396), (858, 0.67230046), (632, 0.66174906), (43, 0.6616714), (5, 0.6615504), (352, 0.6475079), (974, 0.6461396), (44, 0.6460615)]"
693,693,"[(693, 0.99999994), (811, 0.81580186), (448, 0.8111931), (283, 0.7986752), (210, 0.79229236), (280, 0.79022396), (906, 0.7812785), (547, 0.7769159), (768, 0.7766904), (548, 0.77444875)]"
694,694,"[(694, 1.0), (746, 0.7486045), (493, 0.7459191), (473, 0.7447921), (16, 0.7394537), (488, 0.73680174), (339, 0.72888947), (898, 0.7266975), (564, 0.72455037), (389, 0.72432137)]"
695,695,"[(695, 1.0), (39, 0.80771697), (846, 0.80562294), (93, 0.8048402), (856, 0.80224705), (74, 0.80002284), (321, 0.7979531), (548, 0.77674603), (963, 0.774982), (602, 0.77381617)]"
696,696,"[(696, 1.0000001), (702, 0.85860676), (961, 0.85071844), (369, 0.8259028), (723, 0.8172006), (607, 0.8077562), (980, 0.80389136), (444, 0.7992294), (132, 0.7920165), (189, 0.78385246)]"
697,697,"[(697, 0.9999998), (885, 0.7953253), (440, 0.733382), (190, 0.7284708), (567, 0.72698855), (384, 0.7268071), (925, 0.7262789), (261, 0.712607), (565, 0.7081222), (874, 0.70734775)]"
698,698,"[(698, 1.0), (531, 0.7692924), (576, 0.7691085), (101, 0.7199409), (616, 0.71731126), (658, 0.7166702), (333, 0.7078168), (919, 0.707523), (912, 0.70575845), (557, 0.7046449)]"
699,699,"[(699, 1.0000001), (750, 0.795738), (984, 0.7771852), (50, 0.77117187), (354, 0.76515543), (598, 0.7572931), (874, 0.7553409), (440, 0.7423816), (472, 0.7395827), (615, 0.7392701)]"
700,700,"[(700, 1.0000001), (520, 0.8224535), (869, 0.78612363), (758, 0.7825181), (123, 0.77287817), (49, 0.7725209), (158, 0.77111703), (702, 0.77090216), (428, 0.7708625), (161, 0.7701484)]"
701,701,"[(701, 1.0), (724, 0.8265227), (995, 0.7580451), (528, 0.7414666), (447, 0.70441324), (712, 0.69721496), (533, 0.6923915), (562, 0.6904931), (574, 0.68613315), (967, 0.6842099)]"
702,702,"[(702, 1.0000002), (520, 0.8734678), (696, 0.85860676), (961, 0.8428628), (308, 0.8291733), (49, 0.8168205), (708, 0.8150741), (177, 0.80679035), (939, 0.80606127), (980, 0.80483174)]"
703,703,"[(703, 1.0000001), (199, 0.71406925), (567, 0.70866233), (631, 0.6995175), (332, 0.6911645), (690, 0.68532246), (712, 0.6798967), (504, 0.67864496), (281, 0.66783136), (736, 0.6634587)]"
704,704,"[(704, 1.0), (639, 0.7590085), (741, 0.75792885), (483, 0.7462057), (881, 0.74617827), (712, 0.7387074), (640, 0.7338161), (297, 0.73028755), (528, 0.71983397), (501, 0.7177522)]"
705,705,"[(705, 1.0), (530, 0.6466994), (573, 0.57871604), (542, 0.56546557), (20, 0.53851366), (403, 0.5383763), (157, 0.5365265), (632, 0.530149), (509, 0.52999014), (116, 0.52597106)]"
706,706,"[(706, 1.0000001), (528, 0.7730019), (533, 0.7712966), (736, 0.7607126), (240, 0.7586491), (754, 0.7581361), (929, 0.7540573), (504, 0.74279803), (631, 0.73614335), (975, 0.7221948)]"
707,707,"[(707, 1.0000002), (948, 0.8400568), (759, 0.7499578), (158, 0.7346097), (783, 0.72992265), (712, 0.72118545), (123, 0.71993244), (813, 0.7169211), (419, 0.7156402), (572, 0.7156236)]"
708,708,"[(708, 0.99999994), (520, 0.87610495), (961, 0.8231671), (423, 0.8226801), (702, 0.8150741), (888, 0.79893905), (847, 0.79574275), (441, 0.7954933), (111, 0.79044867), (474, 0.78106916)]"
709,709,"[(709, 0.9999999), (691, 0.7810029), (774, 0.77562404), (896, 0.76146317), (343, 0.75920343), (739, 0.75320387), (996, 0.7512307), (721, 0.7511656), (231, 0.7340802), (970, 0.73396736)]"
710,710,"[(710, 0.9999999), (895, 0.80894053), (111, 0.787473), (73, 0.7735621), (171, 0.76357764), (926, 0.75902736), (307, 0.75801045), (1, 0.7579205), (664, 0.7525879), (474, 0.7517899)]"
711,711,"[(711, 0.99999976), (640, 0.7741697), (440, 0.7363577), (50, 0.7239553), (699, 0.71743786), (376, 0.7157031), (967, 0.7116158), (923, 0.7063665), (615, 0.7045035), (567, 0.68770933)]"
712,712,"[(712, 1.0000001), (989, 0.8073474), (736, 0.7968538), (453, 0.793911), (442, 0.7911328), (42, 0.7887151), (759, 0.7810989), (504, 0.7785607), (567, 0.7746553), (640, 0.7674849)]"
713,713,"[(713, 1.0), (254, 0.65449554), (448, 0.6472093), (653, 0.6389233), (222, 0.63315713), (379, 0.63285863), (455, 0.63233745), (827, 0.61754763), (4, 0.61696684), (133, 0.61419046)]"
714,714,"[(714, 1.0000002), (137, 0.7230639), (447, 0.7177528), (259, 0.71678275), (158, 0.7140024), (452, 0.7089432), (281, 0.7078098), (316, 0.7058756), (429, 0.70131296), (615, 0.6986031)]"
715,715,"[(715, 1.0), (262, 0.80022246), (442, 0.78604347), (788, 0.74874103), (330, 0.7424711), (912, 0.7409164), (599, 0.74020845), (862, 0.7392793), (49, 0.73861456), (883, 0.7376184)]"
716,716,"[(716, 1.0), (417, 0.7845597), (719, 0.77249825), (401, 0.74909467), (298, 0.7339982), (911, 0.72935313), (303, 0.7278246), (9, 0.7154826), (749, 0.7098301), (70, 0.70868915)]"
717,717,"[(717, 1.0000002), (376, 0.76905215), (449, 0.7566576), (369, 0.74343896), (684, 0.72686905), (49, 0.72517407), (846, 0.7237544), (762, 0.72221446), (848, 0.7218726), (93, 0.7196946)]"
718,718,"[(718, 0.9999997), (768, 0.83612823), (33, 0.8308592), (111, 0.8304472), (853, 0.82420623), (983, 0.8224376), (96, 0.8223623), (848, 0.82137245), (165, 0.8212692), (849, 0.8199481)]"
719,719,"[(719, 0.9999997), (348, 0.7803506), (716, 0.77249825), (488, 0.76255226), (762, 0.75950897), (321, 0.756038), (510, 0.7381922), (339, 0.73386925), (60, 0.7293241), (722, 0.7280601)]"
720,720,"[(720, 1.0000001), (857, 0.68486845), (971, 0.6743351), (965, 0.66838646), (528, 0.66170704), (429, 0.65055275), (384, 0.64691335), (237, 0.6383132), (478, 0.63373744), (995, 0.62157786)]"
721,721,"[(721, 1.0), (658, 0.7773855), (439, 0.7630348), (981, 0.7618562), (576, 0.75260174), (709, 0.7511656), (406, 0.7468945), (726, 0.74570525), (724, 0.74553835), (690, 0.73469925)]"
722,722,"[(722, 1.0), (749, 0.83549887), (746, 0.80722594), (510, 0.7952293), (339, 0.79404765), (493, 0.79342884), (348, 0.7903131), (405, 0.7901236), (28, 0.7848438), (44, 0.78408587)]"
723,723,"[(723, 0.99999994), (696, 0.8172006), (177, 0.7759079), (343, 0.76345503), (961, 0.7562475), (132, 0.7496734), (611, 0.74947095), (641, 0.7471502), (239, 0.7451137), (663, 0.74476326)]"
724,724,"[(724, 1.0000002), (701, 0.8265227), (98, 0.80972886), (439, 0.77172565), (442, 0.77067304), (50, 0.76936495), (392, 0.76553905), (533, 0.76514125), (981, 0.76322633), (427, 0.7619426)]"
725,725,"[(725, 1.0), (84, 0.77534115), (737, 0.76716685), (362, 0.7574091), (931, 0.75517017), (914, 0.7545989), (768, 0.7541874), (777, 0.74899936), (904, 0.7486579), (751, 0.74476326)]"
726,726,"[(726, 1.0000002), (391, 0.8347377), (495, 0.8288573), (937, 0.8234596), (439, 0.8212907), (926, 0.8204869), (689, 0.79969144), (64, 0.79513335), (128, 0.7909668), (880, 0.7851868)]"
727,727,"[(727, 1.0), (568, 0.715343), (972, 0.70268655), (9, 0.6984428), (565, 0.67906857), (254, 0.6734046), (428, 0.6707533), (206, 0.67054254), (190, 0.670044), (111, 0.6695204)]"
728,728,"[(728, 0.9999999), (594, 0.77225757), (825, 0.7521103), (483, 0.7460027), (170, 0.7456751), (398, 0.7345791), (392, 0.73193085), (813, 0.7316297), (332, 0.7285262), (886, 0.7261896)]"
729,729,"[(729, 1.0), (483, 0.6904048), (685, 0.64212686), (156, 0.63886344), (716, 0.6369524), (562, 0.63334775), (85, 0.63172805), (528, 0.63021934), (757, 0.62729853), (736, 0.62366164)]"
730,730,"[(730, 1.0), (326, 0.80604005), (8, 0.79626894), (888, 0.76556057), (362, 0.76391375), (14, 0.75524026), (194, 0.7552221), (55, 0.75452554), (843, 0.7447382), (405, 0.74375546)]"
731,731,"[(731, 0.9999999), (620, 0.76325), (907, 0.75197744), (732, 0.7519301), (285, 0.7481511), (533, 0.74461603), (464, 0.7427993), (829, 0.74086726), (562, 0.7357814), (794, 0.73520565)]"
